,question_cod,question,all_alternatives,correct_alt,year,context,wrong_correct,correct_alternative,wrong_alternative
3015,Q311052,"O emprego do sinal indicativo de crase em “ligados à globalização” (l.31) é facultativo, pois o termo “globalização” poderia ser empregado, nesse contexto, de forma indeterminada, indefinida e, consequentemente, sem o artigo definido.",Certo | Errado,c,2012,,2,Certo,Errado
3016,Q311053,O autor utiliza a frase de Nietzsche ‘Eu sempre rio de todo mundo que não riu de si também (l.24-25) como argumento a favor da ideia de que a capacidade de rir é inerente ao homem.,Certo | Errado,e,2012,,2,Certo,Errado
3017,Q311273,"Considerando as ideias e aspectos linguísticos do texto acima,julgue os próximos itens.A forma verbal atenuem (L.14) está no plural porque concorda com o antecedente sugestões consideradas procedentes (L.10).",Certo | Errado,e,2012,,2,Certo,Errado
3018,Q311274,"Em relação às ideias e estruturas linguísticas do texto, julgue ositens de 1 a 10.Predomina, no texto, a estrutura textual narrativa, o que se evidencia pela alta frequência de verbos no tempo pretérito",Certo | Errado,e,2012,,2,Certo,Errado
3019,Q311275,"Em relação às ideias e estruturas linguísticas do texto, julgue ositens de 1 a 10.A substituição da palavra prospectar por perscrutar prejudicaria a correção gramatical do período e seu sentido original.",Certo | Errado,e,2012,,2,Certo,Errado
3020,Q311283,"A respeito das ideias e dos aspectos linguísticos do texto, julgue ositens de 10 a 17.Imediatamente após o trecho aplicação de 8% (L.21-22), está subtendida a expressão dos recursos do Ministério da Educação.",Certo | Errado,e,2012,,2,Certo,Errado
3021,Q311297,"A respeito das ideias e dos aspectos linguísticos do texto, julgue ositens de 10 a 17.De acordo com o texto, são assegurados ao governo mecanismos de punição dos entes federados que, em dez anos, não cumprirem a meta de investimento de 10% do PIB em educação.",Certo | Errado,e,2012,,2,Certo,Errado
3022,Q311357,"Com relação ao sentido do texto, julgue os itens que se seguem. Na linha 19, eticamente circunscreve a um domínio do conhecimento qual seja, ao da ética, subárea da filosofia os limites em que bom deve ser interpretado.",Certo | Errado,c,2012,,2,Certo,Errado
3023,Q311365,"Com relação à correção gramatical, julgue os itens subsequentes, que apresentam trechos reescritos do texto. Mas apesar da grande importância da ética deontológica, ela parece que é insuficiente para se aprofundarem reflexões éticas quanto à condutas profissionais, em vistas de se entender que ela seja atendida quando os códigos são simplesmente obedecidos.",Certo | Errado,e,2012,,2,Certo,Errado
3024,Q311366,"Com relação ao sentido do texto, julgue os itens que se seguem. O trecho a despeito de toda a importância da ética deontológica (l.14-15) apresenta, como informação nova no texto, a importância da ética deontológica para o trabalho pericial.",Certo | Errado,e,2012,,2,Certo,Errado
3025,Q312069,"Considerando os aspectos linguísticos e estilísticos do texto, bem como a argumentação nele desenvolvida, julgue (C ou E) os próximos itens.A letra inicial maiúscula e as aspas na palavra Resistência (L.22) são recursos estilísticos empregados para destacar a atitude insurgente dos estudantes, comparada, no texto, à dos franceses na Segunda Guerra.",Certo | Errado,c,2012,,2,Certo,Errado
3026,Q312070,"No que concerne a aspectos gramaticais do texto acima, julgue (C ou E) os itens a seguir.No período Mas é assim mesmo que se vive: perdida no tempo e no espaço. (L.1-2), o particípio do verbo perder, empregado em estrutura de indeterminação do sujeito da oração, poderia, conforme regra de concordância nominal, estar na forma masculina, regra da qual, no entanto, a obra literária prescinde, dada a liberdade que preside a criação artística.",Certo | Errado,c,2012,,2,Certo,Errado
3028,Q312072,"Considerando os aspectos linguísticos e a estrutura da narrativa nos fragmentos apresentados, extraídos da obra Macunaíma, o Herói Sem Nenhum Caráter, julgue (C ou E) os itens subsequentes. Observa-se, nos fragmentos apresentados, que o narrador onisciente do primeiro fragmento não se faz presente no segundo.",Certo | Errado,c,2012,,2,Certo,Errado
3029,Q312073,"Considerando os aspectos linguísticos e a estrutura da narrativa nos fragmentos apresentados, extraídos da obra Macunaíma, o Herói Sem Nenhum Caráter, julgue (C ou E) os itens subsequentes. Ambos os fragmentos apresentam a estrutura textual típica da narrativa, recurso empregado pelo autor como forma de manter a coerência dos fatos narrados.",Certo | Errado,e,2012,,2,Certo,Errado
3030,Q312521,"Com relação aos sentidos do fragmento de texto acima, julgueos itens que se seguem.Infere-se da leitura do fragmento que o eu lírico chega a uma conclusão pessimista: a de que pouco ou nada sabe.",Certo | Errado,e,2012,,2,Certo,Errado
3031,Q312522,"Com relação às ideias e aos aspectos linguísticos do texto acima, julgueos itens seguintes.Na linha 16, a expressão com ele, empregada como recurso expressivo de repetição, pode ser suprimida do período sem prejuízo sintático ou semântico para o texto.",Certo | Errado,c,2012,,2,Certo,Errado
3032,Q312523,"Com relação às ideias e aos aspectos linguísticos do texto acima, julgueos itens seguintes.Sem prejuízo para a correção gramatical ou para a coerência do texto, a oração sendo analista (L.7) poderia ser reescrita, mantendo-se as vírgulas que a isolam, da seguinte forma: embora fosse analista.",Certo | Errado,c,2012,,2,Certo,Errado
3033,Q312524,"A respeito do texto acima, julgue os itens a seguir.O segmento do cérebro (L.20) poderia ser corretamente substituído, sem prejuízo para a correção gramatical ou a coerência do texto, pela forma adjetiva cerebral.",Certo | Errado,c,2012,,2,Certo,Errado
3034,Q312543,"Com base no texto acima, julgue os itens a seguir.Infere-se da leitura do texto que, assim como as grandes companhias, as pequenas empresas apresentaram, em 2012, queda nas inovações, em relação a 2010.",Certo | Errado,c,2012,,2,Certo,Errado
3035,Q312545,"Julgue os itens seguintes, com relação às ideias e às estruturas dotexto.Atualmente, no Brasil, a inteligência, a capacidade de resolução de conflitos, a inovação e o trabalho em equipe são aspectos valorizados no trabalho policial.",Certo | Errado,c,2012,,2,Certo,Errado
3036,Q312546,Em cada um dos itens a seguir é apresentada uma proposta de reescritura para trecho do texto indicado. Julgue-os quanto à correção gramatical e à manutenção do sentido original do texto na reescritura apresentada.A policial civil... policiais. (L.24-27): A policial civil defende que o tipo de registro atribuído à desaparição seja revisto e que o inquérito seja efetuado com mais atenção pelos policiais.,Certo | Errado,c,2012,,2,Certo,Errado
3037,Q312547,"Seriam mantidos o sentido original do texto e a sua correção gramatical, caso a preposição de fosse inserida logo após a forma verbal difere (L.11).",Certo | Errado,e,2012,,2,Certo,Errado
3038,Q312548,"A respeito dos aspectos linguísticos do texto, julgue os itens seguintes.O emprego das aspas em bacana (L.12) e se dar bem (L.21) justifica-se por destacar o sentido conotativo que essas expressões adquirem no texto.",Certo | Errado,e,2012,,2,Certo,Errado
3039,Q312613,"ulgue os próximos itens com base nas ideias expressas no texto.Ao mencionar Diógenes e a cigarra, no último período do texto, o narrador estabelece uma analogia entre a Câmara Municipal carente de recursos e os referidos personagens.",Certo | Errado,c,2012,,2,Certo,Errado
3040,Q312614,"Com base nas ideias do texto, julgue os itens seguintes.Com relação a aspectos linguísticos do texto, julgue os itens que se seguem.O pronome o (L.24) retoma, por coesão, a expressão o poder do rei (L.23).",Certo | Errado,e,2012,,2,Certo,Errado
3041,Q312615,"Com base nas ideias do texto, julgue os itens seguintes.A conquista política obtida na Antiguidade Clássica no que se refere ao poder compartilhado não avançou na Idade Média, quando o poder tornou a ser concentrado nas mãos de poucos, sem limitações.",Certo | Errado,c,2012,,2,Certo,Errado
3042,Q312633,"Com relação às ideias do texto, julgue os itens.Verifica-se, desde o início do primeiro parágrafo, a estratégia retórica de defender o argumento de que o Estado nacional está obsoleto, de modo que o argumento contrário, exposto no segundo parágrafo, pareça mais consistente.",Certo | Errado,e,2012,,2,Certo,Errado
3043,Q312656,"Com base no poema acima, julgue os itens subsequentes. No poema, que apresenta uma denúncia de atos de abuso de poder, foram utilizados os seguintes recursos que permitem que a poeta se dirija diretamente a um interlocutor: emprego de vocativo nos versos 1, 9 e 33 e de verbos na segunda pessoa do plural, todos no imperativo afirmativo.",Certo | Errado,e,2012,,2,Certo,Errado
3044,Q312657,"Com referência às ideias e aos aspectos linguísticos do texto acima, julgue os itens. Mantendo-se a correção gramatical e a coerência do texto, a oração se alguém é executado (l.12), que expressa uma hipótese, poderia ser escrita como caso se execute alguém, mas não, como se caso alguém se execute.",Certo | Errado,c,2012,,2,Certo,Errado
3045,Q312658,"Com relação às ideias desenvolvidas no texto acima e a seus aspectos gramaticais, julgue os itens subsequentes. Com correção gramatical, o período A rigor (...) histórico (l.10-11) poderia, sem se contrariar a ideia original do texto, ser assim reescrito: Caso se proceda com rigor, a análise desses conceitos, verifica-se que não existe diferenças entre eles.",Certo | Errado,e,2012,,2,Certo,Errado
3046,Q312720,"Considerando as relações de sentido e as estruturas linguísticas do texto, julgue os seguintes itens.Não haveria prejuízo para o sentido do texto se a forma verbal dizem (L.2) fosse substituída por dizemos",Certo | Errado,e,2012,,2,Certo,Errado
3047,Q312721,"Com relação às ideias do texto, julgue os itens.De acordo com o texto, os Estados nacionais, apesar de alguns reveses, têm ampliado poderes em diversas partes do mundo.",Certo | Errado,c,2012,,2,Certo,Errado
3048,Q312723,"Em cada um dos itens a seguir, são apresentadas propostas de reescrita do trecho No entanto, o estudo dos impérios, antigos ou recentes, permite acessar as raízes do mundo contemporâneo e aprofundar nossa compreensão das modalidades de organização do poder político (L.10-13). Julgue-os com relação à correção gramaticalO estudo dos impérios, porém, sejam eles antigos, sejam recentes, permite chegarmos às raízes do mundo atual e tornarmos mais profunda nossa compreensão das formas de organização do poder político.",Certo | Errado,c,2012,,2,Certo,Errado
3049,Q312724,"Em cada um dos itens a seguir, são apresentadas propostas de reescrita do trecho No entanto, o estudo dos impérios, antigos ou recentes, permite acessar as raízes do mundo contemporâneo e aprofundar nossa compreensão das modalidades de organização do poder político (L.10-13). Julgue-os com relação à correção gramaticalPorém, estudando-se os impérios, antigos ou recentes, permite-se que seja acessado as raízes do mundo contemporâneo, e aprofundado, pela nossa compreensão, os modos como está organizado o poder político.",Certo | Errado,e,2012,,2,Certo,Errado
3050,Q312859,"Com relação ao texto acima, julgue os seguintes itens.Infere-se da leitura do texto que, tanto no Brasil quanto na Bolívia e no Peru, há aspectos legais que dificultam a adoção.",Certo | Errado,c,2012,,2,Certo,Errado
3051,Q312867,"A respeito das ideias e de aspectos linguísticos do texto acima, julgueos itens que se seguem.As palavras conteúdo, calúnia e injúria são acentuadas de acordo com a mesma regra de acentuação gráfica.",Certo | Errado,e,2012,,2,Certo,Errado
3052,Q313132,"Com base no texto, julgue os itens que se seguem.Depreende-se das informações do texto que a obra A Origem das Espécies, de Darwin, é considerada de fácil leitura e compreensão apenas por aqueles que detêm o domínio da modalidade padrão da língua.",Certo | Errado,e,2012,,2,Certo,Errado
